,abbr,aggregate_market_value,capital_stock_in_circulation,code,total_stock_issue,traded_market_value
3455,中交设计,1815025.09,100904.98,600720,229459.56,798158.37
3456,百花医药,272358.33,38414.43,600721,38414.43,272358.33
3457,金牛化工,351044.95,68031.97,600722,68031.97,351044.95
3458,首商股份,587957.95,65806.96,600723,65840.76,587656.11
3459,宁波富达,663365.65,144494.27,600724,144524.11,663228.68
3460,云维股份,398087.81,123247.0,600725,123247.0,398087.81
3461,华电能源,2127073.44,274734.48,600726,790733.62,739035.76
3462,鲁北化工,396437.35,52852.31,600727,52858.31,396392.35
3463,佳都科技,1193541.93,214280.42,600728,214280.42,1193541.93
3464,重庆百货,1373627.35,19121.23,600729,44054.76,596200.09
3465,中国高科,365486.69,58665.6,600730,58665.6,365486.69
3466,湖南海利,358153.89,55798.27,600731,55874.24,357666.89
3467,爱旭股份,1920826.17,159844.72,600732,182761.77,1679968.05
3468,北汽蓝谷,4157833.36,488509.69,600733,557350.32,3644282.3
3469,实达集团,886569.36,216842.81,600734,217830.31,882550.25
3470,新华锦,264556.16,42545.18,600735,42877.82,262503.78
3471,苏州高新,628605.93,115129.29,600736,115129.29,628605.93
3472,中粮糖业,1993406.55,213884.82,600737,213884.82,1993406.55
3473,丽尚国潮,374576.94,76066.62,600738,76133.52,374247.77
3474,辽宁成大,1563363.43,152970.98,600739,152970.98,1563363.43
3475,山西焦化,904428.77,256212.12,600740,256212.12,904428.77
3476,华域汽车,5715888.58,315272.4,600741,315272.4,5715888.58
3477,一汽富维,720023.09,74305.79,600742,74305.79,720023.09
3478,华远地产,431682.56,234610.09,600743,234610.09,431682.56
3479,华银电力,1096807.11,203112.43,600744,203112.43,1096807.11
3480,闻泰科技,4247747.11,124457.87,600745,124457.87,4247747.11
3481,江苏索普,964638.22,116608.23,600746,116784.29,963184.02
3482,上实发展,584726.44,184456.29,600748,184456.29,584726.44
3483,西藏旅游,251931.72,22696.55,600749,22696.55,251931.72
3484,江中药业,1431015.09,62715.25,600750,62901.76,1426771.89
3485,海航科技,808915.24,257318.91,600751,289933.78,717919.75
3486,*ST庚星,127590.18,23030.72,600753,23030.72,127590.18
3487,锦江酒店,2549915.0,90800.98,600754,107004.41,2163787.41
3488,厦门国贸,1361167.11,213215.85,600755,216746.35,1338995.53
3489,浪潮软件,466054.01,32409.88,600756,32409.88,466054.01
3490,长江传媒,1196659.17,121349.71,600757,121365.03,1196508.14
3491,辽宁能源,473282.23,132074.34,600758,132201.74,472826.14
3492,洲际油气,871291.95,414368.58,600759,414900.93,870174.01
3493,中航沈飞,12725820.35,274818.6,600760,275569.95,12691122.91
3494,安徽合力,1445594.35,89069.28,600761,89069.28,1445594.35
3495,通策医疗,1817335.68,44728.91,600763,44728.91,1817335.68
3496,中国海防,2042348.86,71062.94,600764,71062.94,2042348.86
3497,中航重机,2590109.1,147071.83,600765,157549.22,2417860.83
3498,退市园城,9417.53,22393.21,600766,22422.68,9405.15
3499,退市运盛,14322.43,34091.02,600767,34101.02,14318.23
3500,宁波富邦,142039.53,13374.72,600768,13374.72,142039.53
3501,祥龙电业,411349.99,37497.72,600769,37497.72,411349.99
3502,综艺股份,536900.0,130000.0,600770,130000.0,536900.0
3503,广誉远,959892.13,48949.11,600771,48949.11,959892.13
3504,西藏城投,845009.14,95158.69,600773,95158.69,845009.14
3505,汉商集团,253727.87,29484.21,600774,29503.24,253564.23
3506,南京熊猫,912010.85,67183.85,600775,91383.85,670494.85
3507,东方通信,1347688.07,95600.01,600776,125600.01,1025788.07
3508,ST新潮,2182959.16,636615.24,600777,680049.58,2043534.92
3509,友好集团,197174.03,31121.49,600778,31149.14,196999.02
3510,水井坊,2281027.46,48750.32,600779,48750.32,2281027.46
3511,通宝能源,694780.53,114650.25,600780,114650.25,694780.53
3512,退市辅仁,48291.13,37426.32,600781,62715.75,28818.27
3513,新钢股份,1258260.86,314565.21,600782,314565.21,1258260.86
3514,鲁信创投,888020.64,74435.93,600783,74435.93,888020.64
3515,鲁银投资,408093.98,67565.23,600784,67565.23,408093.98
3516,新华百货,279782.79,22563.13,600785,22563.13,279782.79
3517,中储股份,1289746.88,217007.96,600787,217495.26,1286857.19
3518,鲁抗医药,910352.34,89866.96,600789,89866.96,910352.34
3519,轻纺城,527684.73,146579.09,600790,146579.09,527684.73
3520,京能置业,193379.76,45231.37,600791,45288.0,193137.95
3521,云煤能源,354065.63,105986.81,600792,110992.36,338097.93
3522,宜宾纸业,442436.91,17690.4,600793,17690.4,442436.91
3523,保税科技,487261.78,120015.22,600794,120015.22,487261.78
3524,国电电力,8186549.16,1783561.91,600795,1783561.91,8186549.16
3525,钱江生化,487021.2,30947.79,600796,86658.58,173926.57
3526,浙大网新,1081985.27,102752.64,600797,102752.64,1081985.27
3527,宁波海运,358340.66,120653.42,600798,120653.42,358340.66
3528,渤海化学,404056.46,110973.02,600800,111004.52,403941.8
3529,华新水泥,2528058.71,134427.56,600801,207899.56,1634639.19
3530,福建水泥,200254.55,45824.84,600802,45824.84,200254.55
3531,新奥股份,6076485.88,282055.86,600803,309708.76,5533935.98
3532,*ST鹏博,102762.76,139263.0,600804,165746.39,86343.06
3533,悦达投资,390560.57,85027.54,600805,85089.45,390276.39
3534,济高发展,244159.19,78701.85,600807,88463.47,217217.1
3535,马钢股份,2324353.48,596775.12,600808,772210.46,1796293.11
3536,山西汾酒,24804312.56,121996.42,600809,121996.42,24804312.56
3537,神马股份,844567.99,100527.98,600810,101510.58,836392.76
3538,*ST东方,131714.82,365874.49,600811,365874.49,131714.82
3539,华北制药,1031153.95,171573.04,600812,171573.04,1031153.95
3540,杭州解百,595435.53,72949.21,600814,73510.56,590888.64
3541,厦工股份,473683.23,177409.45,600815,177409.45,473683.23
3542,建元信托,2687534.37,546913.79,600816,984444.83,1493074.65
3543,宇通重工,610397.76,52724.93,600817,53684.94,599482.51
3544,中路股份,346842.29,23795.79,600818,32144.79,256756.58
3545,耀皮玻璃,496440.43,74741.61,600819,93491.61,396877.93
3546,隧道股份,1855016.7,314409.61,600820,314409.61,1855016.7
3547,金开新能,1104486.69,199726.35,600821,199726.35,1104486.69
3548,上海物贸,516307.8,39614.79,600822,49597.29,412389.97
3549,*ST世茂,161300.24,375116.83,600823,375116.83,161300.24
3550,益民集团,464825.94,105402.71,600824,105402.71,464825.94
3551,新华传媒,696940.2,104488.78,600825,104488.78,696940.2
3552,兰生股份,580335.97,73553.35,600826,73553.35,580335.97
3553,百联股份,1664628.85,160444.99,600827,178416.81,1496951.78
3554,茂业商业,788052.06,173136.02,600828,173198.25,787768.88
3555,人民同泰,423318.68,57988.86,600829,57988.86,423318.68
3556,香溢融通,406164.54,45432.27,600830,45432.27,406164.54
3557,ST广网,198354.21,71094.7,600831,71094.7,198354.21
3558,第一医药,270380.65,22308.63,600833,22308.63,270380.65
3559,申通地铁,390021.02,47738.19,600834,47738.19,390021.02
3560,上海机电,2352300.41,80650.43,600835,102273.93,1854959.89
3561,*ST易连,30102.89,66524.31,600836,66895.31,29935.94
3562,海通证券,13599832.2,965463.12,600837,1306420.0,10050471.06
3563,上海九百,336740.86,40088.2,600838,40088.2,336740.86
3564,四川长虹,5068636.16,461495.86,600839,461624.42,5067224.58
3565,动力新科,773016.73,104302.45,600841,138782.18,580964.64
3566,上工申贝,835117.95,46922.27,600843,71316.65,549459.82
3567,丹化科技,331386.9,82273.06,600844,101652.42,268210.19
3568,宝信软件,7731478.14,213360.73,600845,288380.39,5720201.18
3569,同济科技,596022.49,62476.15,600846,62476.15,596022.49
3570,万里股份,153747.26,15328.74,600847,15328.74,153747.26
3571,上海临港,2290418.2,239391.23,600848,252248.7,2173672.34
3572,电科数字,1675483.77,61359.35,600850,68611.13,1498395.35
3573,海欣股份,779758.62,73820.61,600851,120705.67,476881.15
3574,龙建股份,381275.94,101144.18,600853,101403.17,380302.13
3575,春兰股份,250379.02,51945.85,600854,51945.85,250379.02
3576,航天长峰,664862.13,46763.97,600855,46854.27,663580.77
3577,退市中天,36899.67,136165.44,600856,136665.44,36764.67
3578,宁波中百,227460.4,22431.99,600857,22431.99,227460.4
3579,银座股份,282396.16,51754.8,600858,52006.66,281028.58
3580,王府井,1570908.44,113494.61,600859,113504.95,1570765.39
3581,京城股份,681296.49,43523.14,600860,54766.6,541427.91
3582,北京人力,1175816.12,36657.48,600861,56611.27,761375.96
3583,中航高科,3301526.38,139304.91,600862,139304.91,3301526.38
3584,内蒙华电,2662970.23,652688.78,600863,652688.78,2662970.23
3585,哈投股份,1202569.76,208057.05,600864,208057.05,1202569.76
3586,百大集团,348774.77,37624.03,600865,37624.03,348774.77
3587,星湖科技,1216197.95,110937.4,600866,166147.26,812061.74
3588,通化东宝,1449321.69,195854.28,600867,195854.28,1449321.69
3589,梅雁吉祥,567546.45,189814.87,600868,189814.87,567546.45
3590,远东股份,1083044.14,221935.27,600869,221935.27,1083044.14
3591,退市厦华,31391.98,52319.97,600870,52319.97,31391.98
3592,石化油服,3530170.64,1356937.86,600871,1897941.2,2523904.41
3593,中炬高新,1503786.95,77098.8,600872,78322.24,1480296.86
3594,梅花生物,3100981.37,285278.88,600873,285278.88,3100981.37
3595,创业环保,915553.74,123041.81,600874,157041.81,717333.74
3596,东方电气,5539848.77,202357.91,600875,339036.03,3306528.18
3597,凯盛新能,622430.66,39567.5,600876,64567.5,381430.66
3598,电科芯片,1438632.28,118405.95,600877,118405.95,1438632.28
3599,航天电子,2900084.11,329929.93,600879,329929.93,2900084.11
3600,博瑞传播,488719.45,109303.02,600880,109333.21,488584.49
3601,亚泰集团,523608.46,323215.1,600881,323215.1,523608.46
3602,妙可蓝多,1308297.07,51205.36,600882,51205.36,1308297.07
3603,博闻科技,177302.09,23608.8,600883,23608.8,177302.09
3604,杉杉股份,1622445.24,175723.65,600884,225339.62,1265210.27
3605,宏发股份,3418935.67,104267.63,600885,104267.63,3418935.67
3606,国投电力,12246876.22,745417.98,600886,800449.43,11404895.09
3607,伊利股份,18792138.88,633446.98,600887,636590.07,18699354.73
3608,新疆众和,938560.02,137618.77,600888,137618.77,938560.02
3609,南京化纤,646234.36,36634.6,600889,36634.6,646234.36
3610,退市中房,20851.02,57919.49,600890,57919.49,20851.02
3611,退市秋林,97578.56,38424.21,600891,61758.58,60710.24
3612,*ST大晟,149936.4,55931.95,600892,55946.42,149897.64
3613,航发动力,9116332.29,266512.48,600893,266559.42,9114726.67
3614,广日股份,933280.98,85994.69,600894,87385.86,918423.28
3615,张江高科,4006459.87,154868.95,600895,154868.95,4006459.87
3616,退市海医,114778.21,94544.03,600896,102480.54,105889.32
3617,厦门空港,590795.48,41693.4,600897,41693.4,590795.48
3618,*ST美讯,21118.19,25252.38,600898,28538.1,18686.76
3619,长江电力,72303583.35,2400725.65,600900,2446821.77,70941442.97
3620,江苏金租,3185808.87,578994.84,600901,579237.98,3184471.64
3621,贵州燃气,790055.69,115000.83,600903,115000.83,790055.69
3622,三峡能源,12306011.24,2858765.01,600905,2861863.08,12292689.56
3623,财达证券,2089780.0,212423.5,600906,324500.0,1368007.31
3624,无锡银行,1246579.2,199931.27,600908,219468.17,1135609.59
3625,华安证券,2573119.01,467839.82,600909,467839.82,2573119.01
3626,中国黄金,1389360.0,168000.0,600916,168000.0,1389360.0
3627,重庆燃气,872621.23,156103.98,600917,156103.98,872621.23
3628,中泰证券,4243893.09,397280.98,600918,696862.58,2419441.18
3629,江苏银行,19452403.93,1835132.45,600919,1835132.45,19452403.93
3630,苏能股份,3492666.67,160604.86,600925,688888.89,814266.63
3631,杭州银行,9696912.14,635446.4,600926,635446.4,9696912.14
3632,永安期货,1767044.44,145555.56,600927,145555.56,1767044.44
3633,西安银行,1626666.67,442335.41,600928,444444.44,1618947.59
3634,雪天盐业,831840.81,163671.04,600929,164071.16,829812.17
3635,爱柯迪,1686075.38,97736.91,600933,98485.71,1673255.93
3636,华塑股份,806702.42,350740.18,600935,350740.18,806702.42
3637,广西广电,629976.89,167102.62,600936,167102.62,629976.89
3638,中国海油,118729825.05,299000.0,600938,4752995.4,7469020.0
3639,重庆建工,559129.04,190179.94,600939,190179.94,559129.04
3640,中国移动,246078960.9,90276.79,600941,2158776.74,10290650.92
3641,维远股份,741400.0,55000.0,600955,55000.0,741400.0
3642,新天绿能,3263617.82,234808.87,600956,420569.31,1822116.81
3643,东方证券,7893383.48,746948.29,600958,849664.53,6939149.58
3644,江苏有线,1635234.68,500071.77,600959,500071.77,1635234.68
3645,渤海汽车,386859.82,95051.55,600960,95051.55,386859.82
3646,株冶集团,1092184.41,75181.24,600961,107287.27,765345.02
3647,国投中鲁,382826.6,26221.0,600962,26221.0,382826.6
3648,岳阳林纸,791056.83,175756.79,600963,176575.19,787390.4
3649,福成股份,433092.81,81870.1,600965,81870.1,433092.81
3650,博汇纸业,590885.18,133684.43,600966,133684.43,590885.18
3651,内蒙一机,2098312.82,169891.34,600967,170179.47,2094760.27
3652,海油发展,3974555.74,1016510.42,600968,1016510.42,3974555.74
3653,郴电国际,281978.47,37005.05,600969,37005.05,281978.47
3654,中材国际,2446512.16,225185.68,600970,264202.18,2085219.43
3655,恒源煤电,836403.4,120000.49,600971,120000.49,836403.4
3656,宝胜股份,659627.17,137136.62,600973,137136.62,659627.17
3657,新五丰,764342.97,101695.61,600975,126129.2,616275.41
3658,健民集团,645654.71,15329.86,600976,15339.86,645233.81
3659,中国电影,1895005.0,186700.0,600977,186700.0,1895005.0
3660,广安爱众,707789.57,123225.98,600979,126165.7,691297.74
3661,北矿科技,312284.82,17567.72,600980,18926.35,289867.39
3662,汇鸿集团,587517.5,224243.32,600981,224243.32,587517.5
3663,宁波能源,550990.35,111762.75,600982,111762.75,550990.35
3664,惠而浦,779468.46,76643.9,600983,76643.9,779468.46
3665,建设机械,421109.71,125704.39,600984,125704.39,421109.71
3666,淮北矿业,3229217.19,269325.87,600985,269325.87,3229217.19
3667,浙文互联,1234520.47,148737.41,600986,148737.41,1234520.47
3668,航民股份,749281.05,102081.89,600987,102081.89,749281.05
3669,赤峰黄金,5106404.84,166391.14,600988,190041.12,4470929.87
3670,宝丰能源,11476708.4,733336.0,600989,733336.0,11476708.4
3671,四创电子,617088.4,26901.27,600990,27328.98,607430.67
3672,贵绳股份,343126.0,24509.0,600992,24509.0,343126.0
3673,马应龙,1174190.8,43030.7,600993,43105.39,1172156.31
3674,南网储能,3125693.68,110910.16,600995,319600.58,1084701.41
3675,贵广网络,1087209.47,124679.99,600996,124679.99,1087209.47
3676,开滦股份,962206.71,158779.99,600997,158779.99,962206.71
3677,九州通,2617042.05,504247.02,600998,504247.02,2617042.05
3678,招商证券,14392751.86,742200.53,600999,869652.68,12283418.73
3679,唐山港,2429630.73,592592.86,601000,592592.86,2429630.73
3680,晋控煤业,1882912.5,167370.0,601001,167370.0,1882912.5
3681,晋亿实业,480083.68,95444.07,601002,95444.07,480083.68
3682,柳钢股份,868786.89,256279.32,601003,256279.32,868786.89
3683,重庆钢铁,1150729.29,831363.66,601005,885176.38,1080772.75
3684,大秦铁路,13418020.36,2014717.77,601006,2014717.77,13418020.36
3685,金陵饭店,273000.0,39000.0,601007,39000.0,273000.0
3686,XD连云港,630244.11,124063.8,601008,124063.8,630244.11
3687,南京银行,11817069.81,1107504.2,601009,1107504.2,11817069.81
3688,文峰股份,548856.0,184800.0,601010,184800.0,548856.0
3689,宝泰隆,475084.81,191566.45,601011,191566.45,475084.81
3690,隆基绿能,11306450.21,757804.22,601012,757804.97,11306438.95
3691,陕西黑猫,610706.79,204249.76,601015,204249.76,610706.79
3692,节能风电,1903176.42,596684.29,601016,647338.92,1754251.8
3693,宁波港,7061942.99,1580741.74,601018,1945438.84,5738092.51
3694,山东出版,2141159.4,208690.0,601019,208690.0,2141159.4
3695,华钰矿业,1484136.1,81996.47,601020,81996.47,1484136.1
3696,春秋航空,5326047.15,97833.34,601021,97833.34,5326047.15
3697,宁波远洋,1042980.77,24863.33,601022,130863.33,198160.77
3698,玉龙股份,1004622.05,78302.58,601028,78302.58,1004622.05
3699,永兴股份,1349100.0,24000.0,601033,90000.0,359760.0
3700,一拖股份,1495571.86,73170.53,601038,112364.53,973899.72
3701,赛轮轮胎,4129853.93,328810.03,601058,328810.03,4129853.93
3702,信达证券,4887201.0,69160.0,601059,324300.0,1042241.2
3703,中信金属,3768100.0,50115.38,601061,490000.0,385387.31
3704,江盐集团,540574.68,41625.61,601065,64277.61,350071.36
3705,中信建投,18173935.91,649567.1,601066,775669.48,15219357.24
3706,中铝国际,1325711.3,255959.07,601068,298583.63,1136458.26
3707,西部黄金,1531610.32,68399.28,601069,91768.14,1141583.92
3708,渝农商行,8120255.0,883770.03,601077,1135700.0,6318955.68
3709,锦江航运,1437767.32,19412.0,601083,129412.0,215667.32
3710,国芳集团,733266.0,66600.0,601086,66600.0,733266.0
3711,中国神华,77169331.51,1649103.8,601088,1986852.0,64051191.42
3712,福元医药,769440.0,20534.64,601089,48000.0,329170.3
3713,宏盛华源,1134265.76,164297.65,601096,267515.51,696622.05
3714,中南传媒,2509012.0,179600.0,601098,179600.0,2509012.0
3715,太平洋,2474322.84,681631.64,601099,681631.64,2474322.84
3716,恒立液压,10203647.75,134082.1,601100,134082.1,10203647.75
3717,昊华能源,1033918.51,143999.79,601101,143999.79,1033918.51
3718,中国一重,1824170.26,685778.29,601106,685778.29,1824170.26
3719,四川成渝,1755326.44,216274.0,601107,305806.0,1241412.76
3720,财通证券,3399232.32,464376.0,601108,464376.0,3399232.32
3721,中国国航,12737347.33,1163810.95,601111,1744842.1,8495819.92
3722,华鼎股份,458223.17,110415.22,601113,110415.22,458223.17
3723,三江购物,594778.74,54767.84,601116,54767.84,594778.74
3724,中国化学,4593761.47,606958.08,601117,610872.54,4564324.73
3725,海南橡胶,1977095.64,427942.78,601118,427942.78,1977095.64
3726,宝地矿业,474400.0,38000.0,601121,80000.0,225340.0
3727,四方股份,1412389.26,81885.37,601126,83326.8,1387957.02
3728,赛力斯,20965887.08,150978.22,601127,163336.61,19379564.23
3729,常熟银行,2264254.39,301498.59,601128,301498.59,2264254.39
3730,柏诚股份,584220.1,14750.0,601133,52727.45,163430.0
3731,首创证券,5245267.56,48148.38,601136,273333.38,923967.41
